show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,semantic_tags
s2890,Movie,Girl on the Third Floor,Travis Stevens,"CM Punk, Trieste Kelly Dunn, Sarah Brooks, Elissa Dowling, Karen Woditsch, Marshall Bean, Anish Jethmalani, Bishop Stevens, Tonya Kay",United States,"February 22, 2020",2019,TV-MA,92 min,Horror Movies,"A husband with a bad track record tries to start anew by renovating a rundown Victorian for his family, only to find he's tackled a house out of hell.",travis-stevens | stevens | cm-punk | punk | trieste-kelly-dunn | dunn | sarah-brooks | brooks | elissa-dowling | dowling | karen-woditsch | woditsch | marshall-bean | bean | horror-movies | 2010s | modern | movie | family
s2893,TV Show,Hyena,,"Kim Hye-soo, Ju Ji-hoon, Lee Gyoung-young, Kim Ho-jung, Song Young-kyu, Hwang Bo-ra, Jeon Seok-ho, Hyun Bong-sik, Park Se-jin",South Korea,"February 21, 2020",2020,TV-MA,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows","To survive in a dog-eat-dog world, two rival lawyers with high-class clientele tear apart anything that stands in the way of their ambitions.",kim-hye-soo | hye-soo | ju-ji-hoon | ji-hoon | lee-gyoung-young | gyoung-young | kim-ho-jung | ho-jung | song-young-kyu | young-kyu | hwang-bo-ra | bo-ra | international-tv-shows | korean-tv-shows | romantic-tv-shows | 2020s | recent | tv-show
s2894,TV Show,Passion. Panache. Pep,,,,"February 21, 2020",2020,TV-G,1 Season,"International TV Shows, Reality TV","From delicious delicacies to dream destinations, this collection features vibrant stories on cultural trends across food, fashion and travel in India.",international-tv-shows | reality-tv | 2020s | recent | tv-show
s2895,TV Show,Puerta 7,,"Dolores Fonzi, Esteban Lamothe, Carlos Belloso, Juan Gil Navarro, Daniel ArÃ¡oz, Antonio Grimau, Ignacio Quesada, MÃ³nica Ayos, Daniel Valenzuela",Argentina,"February 21, 2020",2020,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",A determined woman works to rid an Argentine soccer club of the violent crime and corruption surrounding its intense fanbase.,dolores-fonzi | fonzi | esteban-lamothe | lamothe | carlos-belloso | belloso | juan-gil-navarro | navarro | daniel-arã¡oz | arã¡oz | antonio-grimau | grimau | crime-tv-shows | international-tv-shows | spanish-language-tv-shows | 2020s | recent | tv-show | crime
s2896,Movie,System Crasher,Nora Fingscheidt,"Helena Zengel, Albrecht Schuch, Gabriela Maria Schmeide, Lisa Hagmeister, Melanie Straub, Victoria Trauttmansdorff, Maryam Zaree, Tedros Teclebrhan",Germany,"February 21, 2020",2020,TV-MA,120 min,"Dramas, Independent Movies, International Movies","Traumatized, violent and yearning for love, 9-year-old Benni bonds with a gruff mentor as child-services workers struggle to find her a home.",nora-fingscheidt | fingscheidt | helena-zengel | zengel | albrecht-schuch | schuch | gabriela-maria-schmeide | schmeide | lisa-hagmeister | hagmeister | melanie-straub | straub | victoria-trauttmansdorff | trauttmansdorff | dramas | independent-movies | international-movies | 2020s | recent | movie
s2899,Movie,Yeh Ballet,Sooni Taraporevala,"Julian Sands, Manish Chauhan, Achintya Bose, Jim Sarbh, Danish Husain, Vijay Maurya, Heeba Shah, Kalyanee Mulay",India,"February 21, 2020",2020,TV-MA,117 min,"Dramas, International Movies","Discovered by an eccentric ballet master, two gifted but underprivileged Mumbai teens face bigotry and disapproval as they pursue their dancing dreams.",sooni-taraporevala | taraporevala | julian-sands | sands | manish-chauhan | chauhan | achintya-bose | bose | jim-sarbh | sarbh | danish-husain | husain | vijay-maurya | maurya | dramas | international-movies | 2020s | recent | movie
s2900,Movie,Pretville,Linda Korsten,"Marlee van der Merwe, Eugene Jensen, Marno van der Merwe, Lizelle de Klerk, Steve Hofmeyr, Sanet Ackermann, Terence Bridgett, Annette Engelbrecht, Rina Nienaber, Lizz Meiring",South Africa,"February 20, 2020",2012,TV-PG,95 min,"Comedies, International Movies, Music & Musicals",A farm boy and a greaser pluck at the heartstrings of their town's most beloved daughter while her mom faces old feelings when a pop star comes home.,linda-korsten | korsten | marlee-van-der-merwe | merwe | eugene-jensen | jensen | marno-van-der-merwe | lizelle-de-klerk | klerk | steve-hofmeyr | hofmeyr | sanet-ackermann | ackermann | comedies | international-movies | music-and-musicals | 2010s | modern | movie | family
s2902,Movie,Untamed Romania,Tom Barton-Humphreys,,"Romania, United Kingdom","February 20, 2020",2018,TV-PG,93 min,"Children & Family Movies, Documentaries, International Movies",This documentary explores how the legendary creatures of Romania's vast wilderness roam free yet endure the ever-changing seasons.,tom-barton-humphreys | barton-humphreys | children-and-family-movies | documentaries | international-movies | 2010s | modern | movie | family
s2903,TV Show,DreamWorks Shrek's Swamp Stories,,"Mike Myers, Eddie Murphy, Cameron Diaz, Antonio Banderas, Kristen Schaal, Simon Cowell, Gilles Marini, Charlotte Newhouse, Dean Edwards, Cody Cameron, Christopher Knights, Conrad Vernon",United States,"February 17, 2020",2008,TV-PG,1 Season,"Kids' TV, TV Action & Adventure, TV Comedies","Shrek celebrates Halloween, Puss in Boots is captured by soldiers, and the gang participates in a kingdom-wide singing competition.",mike-myers | myers | eddie-murphy | murphy | cameron-diaz | diaz | antonio-banderas | banderas | kristen-schaal | schaal | simon-cowell | cowell | kids'-tv | tv-action-and-adventure | tv-comedies | 2000s | classic | tv-show
s2904,Movie,By the Sea,Angelina Jolie,"Angelina Jolie, Brad Pitt, MÃ©lanie Laurent, Melvil Poupaud, Niels Arestrup, Richard Bohringer","France, Malta, United States","February 16, 2020",2015,R,122 min,"Dramas, Romantic Movies","Troubled by the state of their marriage, Vanessa and Roland visit a French seaside town, where they have a fateful encounter with a pair of newlyweds.",angelina-jolie | jolie | brad-pitt | pitt | mã©lanie-laurent | laurent | melvil-poupaud | poupaud | niels-arestrup | arestrup | richard-bohringer | bohringer | dramas | romantic-movies | 2010s | modern | movie
s2905,Movie,Miss Virginia,R.J. Daniel Hanna,"Uzo Aduba, Matthew Modine, Aunjanue Ellis, Niles Fitch, Amirah Vann, Nadji Jeter, Michael Beasley, Adina Porter, Vanessa Williams",United States,"February 16, 2020",2019,TV-MA,102 min,"Dramas, Independent Movies","Determined to give her son a private school education, a single mother in the inner city uses all her resources to try to effect change in the system.",r.j.-daniel-hanna | hanna | uzo-aduba | aduba | matthew-modine | modine | aunjanue-ellis | ellis | niles-fitch | fitch | amirah-vann | vann | nadji-jeter | jeter | dramas | independent-movies | 2010s | modern | movie | family
s2906,Movie,MR. RIGHT,Paco Cabezas,"Sam Rockwell, Anna Kendrick, Tim Roth, James Ransone, Anson Mount, Michael Eklund, RZA, Katie Nehra",United States,"February 16, 2020",2015,R,96 min,"Action & Adventure, Comedies, Romantic Movies","Fresh off a bad relationship, thrill-seeking Martha finds romance and danger with Francis, a hit man who's decided to turn the tables on his clients.",paco-cabezas | cabezas | sam-rockwell | rockwell | anna-kendrick | kendrick | tim-roth | roth | james-ransone | ransone | anson-mount | mount | michael-eklund | eklund | action-and-adventure | comedies | romantic-movies | 2010s | modern | movie
s2907,TV Show,On the Real,Tosin Coker,"Ini Dima Okojie, Akah Nnani, Nancy Isime, Maurice Sam, David Jones David, Angel Funto Johnson, Pearl Okorie, Tomiwa Tegbe, Peanut Omatsola",Nigeria,"February 16, 2020",2017,TV-MA,1 Season,"International TV Shows, TV Dramas",A group of reality stars transitions into their newly achieved fame while dealing with the demands of an obnoxious TV executive and their regular lives.,tosin-coker | coker | ini-dima-okojie | okojie | akah-nnani | nnani | nancy-isime | isime | maurice-sam | sam | david-jones-david | david | angel-funto-johnson | johnson | international-tv-shows | tv-dramas | 2010s | modern | tv-show
s2908,Movie,Term Life,Peter Billingsley,"Vince Vaughn, Hailee Steinfeld, Jonathan Banks, Bill Paxton, Mike Epps, Jordi MollÃ , William Levy, Jon Favreau, Taraji P. Henson, Shea Whigham, Cain Velasquez",United States,"February 16, 2020",2016,R,93 min,"Dramas, Thrillers","After a botched job, a heist mastermind must run from gangsters and stay alive long enough for his daughter to benefit from his life insurance policy.",peter-billingsley | billingsley | vince-vaughn | vaughn | hailee-steinfeld | steinfeld | jonathan-banks | banks | bill-paxton | paxton | mike-epps | epps | jordi-mollã | mollã | dramas | thrillers | 2010s | modern | movie | family
s2909,Movie,The Forest,Jason Zada,"Natalie Dormer, Taylor Kinney, Yukiyoshi Ozawa, Eoin Macken, Stephanie Vogt, Rina Takasaki, Noriko Sakura, Yuho Yamashita",United States,"February 16, 2020",2016,PG-13,93 min,"Horror Movies, Independent Movies","A young woman conducts a search for her twin sister, who disappeared in a notorious area of Japan known as the Suicide Forest.",jason-zada | zada | natalie-dormer | dormer | taylor-kinney | kinney | yukiyoshi-ozawa | ozawa | eoin-macken | macken | stephanie-vogt | vogt | rina-takasaki | takasaki | horror-movies | independent-movies | 2010s | modern | movie
s2910,Movie,Monster High: Electrified,Avgousta Zourelidi,"Debi Derryberry, Cassandra Morris, Salli Saffioti, Larissa Gallagher, Cristina Milizia, Jonquil Goode, Travis Dresden, Evan Smith, Michael Sorich, Sara Cravens",,"February 15, 2020",2017,TV-Y,72 min,Movies,"Clawdeen wants to turn an abandoned power station into a salon for monsters and ""normies"" alike. But Moanica's got a shocking plan to ruin everything.",avgousta-zourelidi | zourelidi | debi-derryberry | derryberry | cassandra-morris | morris | salli-saffioti | saffioti | larissa-gallagher | gallagher | cristina-milizia | milizia | jonquil-goode | goode | movies | 2010s | modern | movie
s2911,TV Show,Talking Tom and Friends,,"Colin Hanks, Tom Kenny, James Adomian, Lisa Schwartz, Maria Bamford",Cyprus,"February 15, 2020",2017,TV-Y,1 Season,"Kids' TV, TV Comedies","Full of funny one-liners and always ready for an adventure, a talking cat and his equally chatty animal cohorts set out to become famous.",colin-hanks | hanks | tom-kenny | kenny | james-adomian | adomian | lisa-schwartz | schwartz | maria-bamford | bamford | kids'-tv | tv-comedies | 2010s | modern | tv-show | comedy
s2912,Movie,A Shaun the Sheep Movie: Farmageddon,"Richard Phelan, Will Becher","Justin Fletcher, John Sparkes, Amalia Vitale, Kate Harbour, David Holt","United Kingdom, France, Belgium, Ireland, United States","February 14, 2020",2019,G,87 min,"Children & Family Movies, Comedies",Shaun and the flock race to help an adorable alien find her way home after her ship crash-lands near Mossy Bottom Farm and sparks a UFO frenzy.,richard-phelan | phelan | will-becher | becher | justin-fletcher | fletcher | john-sparkes | sparkes | amalia-vitale | vitale | kate-harbour | harbour | david-holt | holt | children-and-family-movies | comedies | 2010s | modern | movie
s2913,Movie,Cuddle Weather,Rod Cabatana Marmol,"Sue Ramirez, RK Bagatsing, Mark Anthony Fernandez, Aleck Bovick, Dexter Doria, Nino Muhlach, Lui Manansala, Dolly De Leon",Philippines,"February 14, 2020",2019,TV-MA,95 min,"Dramas, International Movies, Romantic Movies","When a seasoned sex worker sleeps with a rookie call boy, they soon find that a strictly physical relationship doesn't completely satisfy them.",rod-cabatana-marmol | marmol | sue-ramirez | ramirez | rk-bagatsing | bagatsing | mark-anthony-fernandez | fernandez | aleck-bovick | bovick | dexter-doria | doria | nino-muhlach | muhlach | dramas | international-movies | romantic-movies | 2010s | modern | movie
s2914,Movie,Fanatyk,MichaÅ Tylka,"Piotr Cyrwus, MikoÅaj Kubacki, Anna Radwan, Marian DziÄdziel, Jan Nowicki, Juliusz ChrzÄstowski, MaÅgorzata Krzysica, Jacek Strama",Poland,"February 14, 2020",2017,TV-MA,33 min,"Comedies, Dramas, Independent Movies","As a son deals with his own struggles, he must calm his father's obsession with fishing before his outlandish behavior ruins the entire family.",michaå-tylka | tylka | piotr-cyrwus | cyrwus | mikoåaj-kubacki | kubacki | anna-radwan | radwan | marian-dziädziel | dziädziel | jan-nowicki | nowicki | juliusz-chrzästowski | stowski | comedies | dramas | independent-movies | 2010s | modern | movie
s2915,Movie,Isi & Ossi,Oliver Kienle,"Lisa Vicari, Dennis Mojen, Walid Al-Atiyat, Christina Hecke, ZoÃ« Straub, Lisa Hagmeister, Hans-Jochen Wagner, AndrÃ© Eisermann, Ernst StÃ¶tzner",Germany,"February 14, 2020",2020,TV-MA,113 min,"Comedies, International Movies, Romantic Movies",A billionaire's daughter fakes a relationship with a cash-strapped boxer in order to coerce her parents into letting her pursue her culinary dreams.,oliver-kienle | kienle | lisa-vicari | vicari | dennis-mojen | mojen | walid-al-atiyat | al-atiyat | christina-hecke | hecke | zoã«-straub | straub | lisa-hagmeister | hagmeister | comedies | international-movies | romantic-movies | 2020s | recent | movie
s2916,Movie,Liefling,Brian Webber,"Lika Berning, Bobby van Jaarsveld, Marlee van der Merwe, Sonja Herholdt, Elize Cawood, Rouel Beukes, Kevin Leo, Paul du Toit, Sylvaine Strike",South Africa,"February 14, 2020",2010,TV-PG,118 min,"Comedies, International Movies, Music & Musicals","An adventure-loving young woman catches the attention of a handsome beau in this musical celebration of love, friends and fate.",brian-webber | webber | lika-berning | berning | bobby-van-jaarsveld | jaarsveld | marlee-van-der-merwe | merwe | sonja-herholdt | herholdt | elize-cawood | cawood | rouel-beukes | beukes | comedies | international-movies | music-and-musicals | 2010s | modern | movie
s2917,Movie,Panipat - The Great Betrayal,Ashutosh Gowariker,"Sanjay Dutt, Arjun Kapoor, Kriti Sanon, Zeenat Aman, Mohnish Bahl, Padmini Kolhapure, Kunal Kapoor, Suhasini Mulay",India,"February 14, 2020",2019,TV-14,171 min,"Dramas, International Movies, Romantic Movies","In 18th-century India, a Maratha commander leads his army in preparation for a fierce battle against Afghan invaders in this film based on real events.",ashutosh-gowariker | gowariker | sanjay-dutt | dutt | arjun-kapoor | kapoor | kriti-sanon | sanon | zeenat-aman | aman | mohnish-bahl | bahl | padmini-kolhapure | kolhapure | dramas | international-movies | romantic-movies | 2010s | modern | movie
s2918,TV Show,Taj Mahal 1989,,"Neeraj Kabi, Geetanjali Kulkarni, Danish Husain, Sheeba Chaddha, Paras Priyadarshan, Anshul Chauhan, Anud Singh Dhaka, Shirin Sewani, Mihir Ahuja, Vasundhara Rajput",India,"February 14, 2020",2020,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies","In and around Lucknow University in 1989, couples of varying ages explore the politics of love through marriage, budding romances and friendships.",neeraj-kabi | kabi | geetanjali-kulkarni | kulkarni | danish-husain | husain | sheeba-chaddha | chaddha | paras-priyadarshan | priyadarshan | anshul-chauhan | chauhan | international-tv-shows | romantic-tv-shows | tv-comedies | 2020s | recent | tv-show | friendship | romance
s2919,Movie,The Ghost and the Tout,Charles Uwagbai,"Toyin Abraham, Sambasa Nzeribe, Chioma Chukwuka Akpotha, Chioma Omeruah, Chiwetalu Agu, Dele Odule, Femi Adebayo, Bayray McNwizu, Biodun Stephen",Nigeria,"February 14, 2020",2018,TV-14,100 min,"Comedies, International Movies","Boisterous hustler Isla, whose life consists of brawling and drinking, acquires the ability to see ghosts, including the recently deceased Mike.",charles-uwagbai | uwagbai | toyin-abraham | abraham | sambasa-nzeribe | nzeribe | chioma-chukwuka-akpotha | akpotha | chioma-omeruah | omeruah | chiwetalu-agu | agu | dele-odule | odule | comedies | international-movies | 2010s | modern | movie
s2920,Movie,Dragon Quest Your Story,"Takashi Yamazaki, Ryuichi Yagi, Makoto Hanafusa","Takeru Sato, Kasumi Arimura, Haru, Kentaro Sakaguchi, Takayuki Yamada, Kendo Kobayashi, Ken Yasuda, Arata Furuta, Suzuki Matsuo, Koichi Yamadera, Arata Iura, Chikako Kaku, Kotaro Yoshida",Japan,"February 13, 2020",2019,TV-PG,103 min,"Action & Adventure, Anime Features, Children & Family Movies",Luca follows in his father's footsteps to rescue his mother from evil Ladja. Finding the heavenly hero who wields the Zenithian sword is his only hope.,takashi-yamazaki | yamazaki | ryuichi-yagi | yagi | takeru-sato | sato | kasumi-arimura | arimura | haru | kentaro-sakaguchi | sakaguchi | takayuki-yamada | yamada | kendo-kobayashi | kobayashi | action-and-adventure | anime-features | children-and-family-movies | 2010s | modern
s2921,TV Show,Love Is Blind,,"Nick Lachey, Vanessa Lachey",United States,"February 13, 2020",2021,TV-MA,1 Season,"Reality TV, Romantic TV Shows","Nick and Vanessa Lachey host this social experiment where single men and women look for love and get engaged, all before meeting in person.",nick-lachey | lachey | vanessa-lachey | reality-tv | romantic-tv-shows | 2020s | recent | tv-show | family | romance
s2922,TV Show,Narcos: Mexico,,"Michael PeÃ±a, Diego Luna, Tenoch Huerta, Joaquin Cosio, JosÃ© MarÃ­a Yazpik, Matt Letscher, Alyssa Diaz","Mexico, United States","February 13, 2020",2020,TV-MA,2 Seasons,"Crime TV Shows, TV Action & Adventure, TV Dramas","Witness the birth of the Mexican drug war in the 1980s as a gritty new ""Narcos"" saga chronicles the true story of the Guadalajara cartel's ascent.",michael-peã±a | peã±a | diego-luna | luna | tenoch-huerta | huerta | joaquin-cosio | cosio | josã©-marã­a-yazpik | yazpik | matt-letscher | letscher | crime-tv-shows | tv-action-and-adventure | tv-dramas | 2020s | recent | tv-show | action
s2923,TV Show,Palazuelos mi rey,,Roberto Palazuelos,,"February 13, 2020",2019,TV-14,1 Season,"International TV Shows, Reality TV, Spanish-Language TV Shows","This reality series follows entrepreneur and soap opera star Roberto Palazuelos as he builds his hotel empire and juggles riches, women and drama.",roberto-palazuelos | palazuelos | international-tv-shows | reality-tv | spanish-language-tv-shows | 2010s | modern | tv-show | drama
s2924,TV Show,Sleepless Society: Insomnia,"Pantham Thongsang, Cheewatan Pusitsuksa","Chutimon Chuengcharoensukying, Sutthirak Subvijitra, Nutthasit Kotimanuswanich, Sita Maharavidejakorn, Sutthatip Wutichaipradit, Warisara Yu, Chokchai Charoensuk, Supoj Pongpancharoen, Nikorn Sae Tang, Gandhi Wasuwitchayagit, Petchpatchara Kitkrairaj, Duangjai Hirunsri, Nilacha Fuangfukiet, Teeranai Na Nongkà¹hai, Sumontha Suanpolrat, Wimolphan Chaleejunghan, Damkerng Thitapiyasak, Natthawara Hongsuwan, Nunthapak Chalermpuwadej, Tachatorn Supanan",Thailand,"February 13, 2020",2019,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas","Haunted by recurring visions, a young woman with insomnia visits an old home to solve a mystery and put her nightmares to an end.",pantham-thongsang | thongsang | cheewatan-pusitsuksa | pusitsuksa | chutimon-chuengcharoensukying | chuengcharoensukying | sutthirak-subvijitra | subvijitra | nutthasit-kotimanuswanich | kotimanuswanich | sita-maharavidejakorn | maharavidejakorn | sutthatip-wutichaipradit | wutichaipradit | warisara-yu | crime-tv-shows | international-tv-shows | tv-dramas | 2010s | modern
s2925,Movie,French Toast,"Paul KrÃ¼ger, AnÃ©l Stolp","Lika Berning, Thierry Ballarin, Deon Lotz, HelÃ©ne Lombard, Paul du Toit, Roberta Fox, Trudi Conradie, Rod Alexander, Lochner De Kock, Tony Caprari",South Africa,"February 12, 2020",2015,TV-PG,86 min,"Comedies, International Movies, Romantic Movies","With only her mother's diary and a locket as clues, a South African woman travels to Paris in search of the long-lost sibling she never knew she had.",paul-krã¼ger | krã¼ger | anã©l-stolp | stolp | lika-berning | berning | thierry-ballarin | ballarin | deon-lotz | lotz | helã©ne-lombard | lombard | paul-du-toit | toit | roberta-fox | fox | comedies | international-movies | romantic-movies | 2010s
s2927,TV Show,We Bare Bears,,"Eric Edelstein, Demetri Martin, Bobby Moynihan",United States,"February 12, 2020",2018,TV-Y,2 Seasons,"Kids' TV, TV Comedies","Grizzly, Panda and Ice Bear are three adopted bear brothers struggling against their animal instincts to fit into the civilized, modern human world.",eric-edelstein | edelstein | demetri-martin | martin | bobby-moynihan | moynihan | kids'-tv | tv-comedies | 2010s | modern | tv-show
s2928,Movie,Captain Underpants Epic Choice-o-Rama,,"Nat Faxon, Jay Gragnani, Ramone Hamilton, Sean Astin, Dayci Brookshire, Jorge Diaz, Todd Grimes, Peter Hastings, Evan Kishiyama, David Koechner, Phil LaMarr, Erica Luttrell, Patty Mattson, Brennan Murray, Nolan North",United States,"February 11, 2020",2020,TV-Y7,81 min,"Children & Family Movies, Comedies","In this interactive special, Harold and George need your decision-making skills to stop Krupp from blowing their beloved treehouse to smithereens.",nat-faxon | faxon | jay-gragnani | gragnani | ramone-hamilton | hamilton | sean-astin | astin | dayci-brookshire | brookshire | jorge-diaz | diaz | children-and-family-movies | comedies | 2020s | recent | movie | romance
s2929,Movie,Good Time,"Benny Safdie, Josh Safdie","Robert Pattinson, Benny Safdie, Jennifer Jason Leigh, Barkhad Abdi, Buddy Duress, Peter Verby, Taliah Webster, Necro",United States,"February 11, 2020",2017,R,101 min,"Dramas, Independent Movies, Thrillers","After spearheading an ill-fated bank robbery, a man must get his mentally challenged younger brother out of jail while eluding his own capture.",benny-safdie | safdie | josh-safdie | robert-pattinson | pattinson | jennifer-jason-leigh | leigh | barkhad-abdi | abdi | buddy-duress | duress | peter-verby | verby | dramas | independent-movies | thrillers | 2010s | modern | movie
s2932,TV Show,Better Call Saul,,"Bob Odenkirk, Jonathan Banks, Michael McKean, Rhea Seehorn, Patrick Fabian, Michael Mando, Giancarlo Esposito",United States,"February 9, 2020",2018,TV-MA,4 Seasons,"Crime TV Shows, TV Comedies, TV Dramas","This Emmy-nominated prequel to ""Breaking Bad"" follows small-time attorney Jimmy McGill as he transforms into morally challenged lawyer Saul Goodman.",bob-odenkirk | odenkirk | jonathan-banks | banks | michael-mckean | mckean | rhea-seehorn | seehorn | patrick-fabian | fabian | michael-mando | mando | crime-tv-shows | tv-comedies | tv-dramas | 2010s | modern | tv-show
s2933,Movie,Fronteras,Andrew Dean,"Steve Oropeza, Steven Sean Garland, Wade Everett, Randy Green, Cortez Chappell, Tori Osborn, Larry Coulter, Cris Acosta",United States,"February 9, 2020",2018,TV-MA,106 min,"Dramas, Independent Movies, Thrillers","When a new, deadly narcotic sweeps the American Southwest, a Border Patrol agent must contend with a task force that challenges his duties and morals.",andrew-dean | dean | steve-oropeza | oropeza | steven-sean-garland | garland | wade-everett | everett | randy-green | green | cortez-chappell | chappell | tori-osborn | osborn | dramas | independent-movies | thrillers | 2010s | modern | movie
s2934,Movie,Polaroid,Lars Klevberg,"Kathryn Prescott, Mitch Pileggi, Grace Zabriskie, Tyler Young, Samantha Logan, Javier Botet, Katie Stevens, Madelaine Petsch, Priscilla Quintana, Davi Santos, Keenan Tracey","United States, Norway, Canada","February 9, 2020",2019,PG-13,88 min,Horror Movies,A teen's discovery of a vintage Polaroid camera develops into a darker tale when she finds that whoever takes their photo with it dies soon afterward.,lars-klevberg | klevberg | kathryn-prescott | prescott | mitch-pileggi | pileggi | grace-zabriskie | zabriskie | tyler-young | young | samantha-logan | logan | javier-botet | botet | horror-movies | 2010s | modern | movie | action
s2937,Movie,Azali,Kwabena Gyansah,"Ama K. Abebrese, Asana Alhassan, Adjetey Anang, Akofa Edjeani Asiedu, Emmanuel Nii Adom Quaye, Peter Ritchie",Ghana,"February 7, 2020",2018,TV-14,89 min,"Dramas, International Movies","Sent away to evade an arranged marriage, a 14-year-old begins a harrowing journey of sex work and poverty in the slums of Accra.",kwabena-gyansah | gyansah | ama-k.-abebrese | abebrese | asana-alhassan | alhassan | adjetey-anang | anang | akofa-edjeani-asiedu | asiedu | emmanuel-nii-adom-quaye | quaye | peter-ritchie | ritchie | dramas | international-movies | 2010s | modern | movie
s2938,TV Show,Dragons: Rescue Riders,,"Nicolas Cantu, Brennley Brown, Zach Callison, Skai Jackson, Noah Kaye Bentley, Andre Robinson, Marsai Martin",United States,"February 7, 2020",2020,TV-Y,2 Seasons,"Kids' TV, TV Comedies","Twins Dak and Leyla and their dragon friends devote their lives to rescuing others, defending their home of Huttsgalor and having fun along the way.",nicolas-cantu | cantu | brennley-brown | brown | zach-callison | callison | skai-jackson | jackson | noah-kaye-bentley | bentley | andre-robinson | robinson | kids'-tv | tv-comedies | 2020s | recent | tv-show | friendship
s2939,TV Show,Fifty: The Series,,"Ireti Doyle, Keira Hewatch, Dakore Akande, Omoni Oboli, Uzor Osimkpa, Wale Ojo, Timini Egbuson, Chris Attoh, Kachi Nnochiri",Nigeria,"February 7, 2020",2018,TV-14,2 Seasons,"International TV Shows, Romantic TV Shows, TV Dramas","Juggling careers and families, four ambitious women faced with unique crises weigh the consequences of their choices as they approach turning 50.",ireti-doyle | doyle | keira-hewatch | hewatch | dakore-akande | akande | omoni-oboli | oboli | uzor-osimkpa | osimkpa | wale-ojo | ojo | international-tv-shows | romantic-tv-shows | tv-dramas | 2010s | modern | tv-show
s2940,Movie,Horse Girl,Jeff Baena,"Alison Brie, Debby Ryan, Paul Reiser, John Reynolds, Molly Shannon, John Ortiz, Meredith Hagner, Jake Picking, David Paymer, Jay Duplass",United States,"February 7, 2020",2020,R,104 min,"Dramas, Independent Movies","A sweet misfit with a fondness for crafts, horses and supernatural crime shows finds her increasingly lucid dreams trickling into her waking life.",jeff-baena | baena | alison-brie | brie | debby-ryan | ryan | paul-reiser | reiser | john-reynolds | reynolds | molly-shannon | shannon | john-ortiz | ortiz | dramas | independent-movies | 2020s | recent | movie | crime
s2943,TV Show,My Holo Love,,"Yoon Hyun-min, Ko Sung-hee, Choi Yeo-jin, Chansung, Lee Ki-chan, Kim Soo-jin, Kang Seung-hyeon, Jeong Do-won, Kim Hak-seon",,"February 7, 2020",2020,TV-14,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",Unexpected love finds a lonely woman when she forms a connection with a humanlike hologram who looks exactly like his prickly creator.,yoon-hyun-min | hyun-min | ko-sung-hee | sung-hee | choi-yeo-jin | yeo-jin | chansung | lee-ki-chan | ki-chan | kim-soo-jin | soo-jin | international-tv-shows | korean-tv-shows | romantic-tv-shows | 2020s | recent | tv-show | romance
s2944,Movie,The Ballad of Lefty Brown,Jared MoshÃ©,"Bill Pullman, Kathy Baker, Jim Caviezel, Joseph Anderson, Diego Josef, Tommy Flanagan, Peter Fonda",United States,"February 7, 2020",2017,R,112 min,Dramas,"After his longtime partner is assassinated, a slow-footed cowboy sets out to find his killer and uncovers a conspiracy engineered by some powerful men.",jared-moshã© | moshã© | bill-pullman | pullman | kathy-baker | baker | jim-caviezel | caviezel | joseph-anderson | anderson | diego-josef | josef | tommy-flanagan | flanagan | dramas | 2010s | modern | movie
s2945,TV Show,Who Killed Malcolm X?,,,United States,"February 7, 2020",2020,TV-MA,1 Season,"Crime TV Shows, Docuseries","Decades after the assassination of African American leader Malcolm X, an activist embarks on a complex mission seeking truth in the name of justice.",crime-tv-shows | docuseries | 2020s | recent | tv-show
s2946,TV Show,Cagaster of an Insect Cage,,"Yoshimasa Hosoya, Kana Hanazawa, Natsuki Hanae, Takahiro Sakurai, Daisuke Namikawa, Toshiyuki Morikawa, Kazuyuki Okitsu, Junichi Suwabe, Tomohiro Shiozaki, Ai Kayano, Tetsu Shiratori, Yasuhiro Mamiya, Daiki Yamashita, Akari Kito, Tomokazu Sugita, Aoi Yuki, Kohsuke Toriumi",Japan,"February 6, 2020",2020,TV-MA,1 Season,"Anime Series, International TV Shows","Thirty years after a disease that turns the infected into carnivorous insects emerged, a young exterminator and a teenage girl search for her mother.",yoshimasa-hosoya | hosoya | kana-hanazawa | hanazawa | natsuki-hanae | hanae | takahiro-sakurai | sakurai | daisuke-namikawa | namikawa | toshiyuki-morikawa | morikawa | anime-series | international-tv-shows | 2020s | recent | tv-show | family
s2947,Movie,Gardeners of Eden,"Austin Peck, Anneliese Vandenberg","Kristin Davis, Daphne Sheldrick, Nick Trent, Julious Shivenga, Benjamin Kyalo","Kenya, United States","February 6, 2020",2014,TV-14,70 min,Documentaries,"As corrupt governments fail to stop the slaughter of elephants for ivory, an 80-year-old woman and a crew of rangers bravely try to end the poaching.",austin-peck | peck | anneliese-vandenberg | vandenberg | kristin-davis | davis | daphne-sheldrick | sheldrick | nick-trent | trent | julious-shivenga | shivenga | benjamin-kyalo | kyalo | documentaries | 2010s | modern | movie
